Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-ihe.pcc.maps.us.json	26370	-	0	0	0	0	0	0	8	108	0	0	0	0	0	0	0	1	0	0	238	663	0	0	0	13	0	1
fsh-generated/resources/AllergyIntolerance-ex-Allergy-Fish.json	1323	9	1	0	0	0	0	0	0	2227	0	0	0	0	0	0	0	0	0	0	41	74	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-ex-Allergy-Latex.json	1302	8	0	0	0	0	0	0	0	139	0	0	1	0	0	0	0	0	0	0	38	56	0	0	0	0	0	0
fsh-generated/resources/Appointment-activity-1.json	1021	8	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	37	55	0	0	0	0	0	0
fsh-generated/resources/Appointment-activity-2.json	900	7	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	32	46	0	0	0	0	0	0
fsh-generated/resources/Appointment-activity-3.json	896	8	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	37	53	0	0	0	0	0	0
fsh-generated/resources/CarePlan-ex-CarePlan-BirthPlan.json	684	7	1	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	35	64	0	0	0	0	0	0
fsh-generated/resources/CareTeam-ex-careteam.json	751	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	33	48	0	0	0	0	0	0
fsh-generated/resources/Composition-ex-APS-Composition-AmandaAlvarez.json	12515	15	0	0	0	0	0	0	1	257	0	0	0	0	0	0	0	1	0	0	67	244	0	0	0	0	0	1
fsh-generated/resources/Condition-ex-Condition-FamilyHistory.json	667	9	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	32	57	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-HistoryOfInfection.json	994	7	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	33	43	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-Problem-GestationalDiabetes.json	1518	9	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	42	55	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-Problem-Sepsis.json	1557	8	1	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	43	61	0	0	1	0	0	0
fsh-generated/resources/Condition-p1.json	539	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	34	41	0	0	0	0	0	0
fsh-generated/resources/Consent-ex-AdvanceDirectives-BloodTransfusion.json	1350	8	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	40	59	0	0	0	0	0	0
fsh-generated/resources/Coverage-ex-Coverage.json	611	6	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	33	56	0	0	0	0	0	0
