URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/audit-entity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.458",AuditEventEntityType,Audit event entity type,"Code for the entity type involved in the audit event.","StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer","THO,hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/audit-event-action,4.0.1,draft,"2.16.840.1.113883.4.642.3.452",AuditEventAction,AuditEventAction,"Indicator for type of action performed during the event that generated the event.","StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/audit-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.454",AuditEventOutcome,AuditEventOutcome,"Indicates whether the event succeeded or failed.","StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/audit-event-sub-type,4.0.1,active,"2.16.840.1.113883.4.642.3.464",AuditEventSub-Type,Audit Event Sub-Type,"More detailed code concerning the type of the audit event - defined by DICOM with some FHIR specific additions.","StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer","DICOM,hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/audit-event-type,4.0.1,active,"2.16.840.1.113883.4.642.3.462",AuditEventID,Audit Event ID,"Event Types for Audit Events - defined by DICOM with some FHIR specific additions.","StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer","THO,DICOM"
http://hl7.org/fhir/ValueSet/audit-source-type,4.0.1,active,"2.16.840.1.113883.4.642.3.466",AuditEventSourceType,Audit Event Source Type,"The type of process where the audit event originated from.","StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer","THO"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/IHE.MHD.Minimal.ProvideBundle,StructureDefinition/IHE.MHD.FindDocumentListsResponseMessage,StructureDefinition/IHE.MHD.FindDocumentReferencesResponseMessage,StructureDefinition/IHE.MHD.ProvideDocumentBundleResponse,StructureDefinition/IHE.MHD.FindDocumentReferencesComprehensiveResponseMessage,StructureDefinition/IHE.MHD.Comprehensive.ProvideBundle,StructureDefinition/IHE.MHD.UnContained.Comprehensive.ProvideBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-doc-typecodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.47",DocumentTypeValueSet,Document Type Value Set,"This is the code specifying the precise type of document (e.g. Pulmonary History and  Physical, Discharge Summary, Ultrasound Report, etc.). The Document Type value set includes all LOINC  values listed in HITSP C80 Table 2-144 Document Class Value Set Definition above used for Document Class,  and all LOINC values whose SCALE is DOC in the LOINC database.","StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference","LOINC"
http://hl7.org/fhir/ValueSet/c80-facilitycodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.67",FacilityTypeCodeValueSet,Facility Type Code Value Set,"This is the code representing the type of organizational setting where the clinical encounter, service, interaction, or treatment occurred. The value set used for Healthcare Facility Type has been defined by HITSP to be the value set reproduced from HITSP C80 Table 2-147.","StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference","SCT"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference","SCT"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/IHE.MHD.Minimal.ProvideBundle,StructureDefinition/IHE.MHD.Comprehensive.SubmissionSet,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.ProvideBundle,StructureDefinition/IHE.MHD.Minimal.Folder,StructureDefinition/IHE.MHD.UnContained.Comprehensive.SubmissionSet,StructureDefinition/IHE.MHD.UnContained.Comprehensive.ProvideBundle,StructureDefinition/IHE.MHD.Comprehensive.Folder,StructureDefinition/IHE.MHD.Minimal.SubmissionSet","THO"
