Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-ihe.pcc.maps.json	72089	-	1	0	0	0	1	0	7	22	0	0	0	0	0	0	0	1	0	0	413	829	0	0	0	17	0	3
fsh-generated/resources/AllergyIntolerance-ex-Allergy-Fish.json	1321	6	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	0	0	0	1	70	54	0	0	0	0	0	0
fsh-generated/resources/AllergyIntolerance-ex-Allergy-Latex.json	1300	7	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	48	46	0	0	0	0	0	0
fsh-generated/resources/Appointment-activity-1.json	1021	6	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	46	51	0	0	0	0	0	0
fsh-generated/resources/Appointment-activity-2.json	900	6	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	48	56	0	0	0	0	0	0
fsh-generated/resources/Appointment-activity-3.json	896	5	1	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	46	48	0	0	0	0	0	0
fsh-generated/resources/CarePlan-ex-CarePlan-BirthPlan.json	684	5	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	44	53	0	0	0	0	0	0
fsh-generated/resources/CareTeam-ex-careteam.json	751	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	40	58	0	0	0	0	0	0
fsh-generated/resources/Composition-ex-APS-Composition-AmandaAlvarez.json	12509	9	0	0	0	0	0	0	1	80	0	0	0	0	0	0	0	0	0	0	64	184	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-Condition-FamilyHistory.json	667	6	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	29	46	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-HistoryOfInfection.json	967	6	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	31	43	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-Problem-GestationalDiabetes.json	1448	5	1	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	37	70	0	0	0	0	0	0
fsh-generated/resources/Condition-ex-Problem-Sepsis.json	1480	5	0	0	1	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	39	83	0	0	0	0	0	0
