URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://terminology.hl7.org/ValueSet/v3-SecurityTrustAssuranceObservationValue,3.0.0,active,"2.16.840.1.113883.1.11.20540",SecurityTrustAssuranceObservationValue,SecurityTrustAssuranceObservationValue,"Values for security metadata observation made about the digital quality or reliability of a trust assertion, activity, capability, information exchange, mechanism, process, or protocol.","StructureDefinition/ihe-assuranceLevel","THO (V3)"
https://profiles.ihe.net/ITI/BALP/ValueSet/AllReadVS,1.1.4,active,,AllReadVS,all Reads,"ValueSet of the restful-interaction reads","StructureDefinition/IHE.BasicAudit.Read","hl7.fhir.r4.core"
https://profiles.ihe.net/ITI/BALP/ValueSet/AllSearchVS,1.1.4,active,,AllSearchVS,all Searches,"ValueSet of the restful-interaction searches","StructureDefinition/IHE.BasicAudit.Query","hl7.fhir.r4.core"
https://profiles.ihe.net/ITI/BALP/ValueSet/AllUpdateVS,1.1.4,active,,AllUpdateVS,all Updates,"ValueSet of the restful-interaction updates","StructureDefinition/IHE.BasicAudit.Update","hl7.fhir.r4.core"
https://profiles.ihe.net/ITI/BALP/ValueSet/AuthZsubTypeVS,1.1.4,active,,AuthZsubTypeVS,Authorization subType events valueset,"ValueSet of the Authorization AuditEvent types","StructureDefinition/IHE.BasicAudit.AuthZconsent","Internal"
https://profiles.ihe.net/ITI/BALP/ValueSet/BasicAuditEntityTypesVS,1.1.4,active,,BasicAuditEntityTypesVS,Entity Types used by IHE BasicAudit,"For use with AuditEvent.entity.type.  This includes codes defined in the BasicAudit.",,"Internal"
https://profiles.ihe.net/ITI/BALP/ValueSet/DataSources,1.1.4,active,,DataSources,participant source types for RESTful create,"create agent participant types for user operators that are in REST","StructureDefinition/IHE.BasicAudit.Delete,StructureDefinition/IHE.BasicAudit.Create,StructureDefinition/IHE.BasicAudit.Update","THO (V3)"
https://profiles.ihe.net/ITI/BALP/ValueSet/OtherIdentifierTypesVS,1.1.4,active,,OtherIdentifierTypesVS,Other Id Types ValueSet,"ValueSet of the Other Id Types allowed","StructureDefinition/ihe-otherId","THO (V2),Internal"
https://profiles.ihe.net/ITI/BALP/ValueSet/RestObjectRoles,1.1.4,active,,RestObjectRoles,RESTful objects role in the event,"The role that the given Object played in the Audit Event recorded","StructureDefinition/IHE.BasicAudit.Delete,StructureDefinition/IHE.BasicAudit.Create,StructureDefinition/IHE.BasicAudit.Update,StructureDefinition/IHE.BasicAudit.Read","THO"
https://profiles.ihe.net/ITI/BALP/ValueSet/UserAgentTypesVS,1.1.4,active,,UserAgentTypesVS,Agent types holding User-Agent,"AuditEvent.agent.type values holding OAuth/SAML identified user. Note that user is not just users, but representes the higest agent responsible for triggering the activity being recorded in the AuditEvent.  Often this agent also has a type coding that is more specific to the transaction and the direction of the transaction. - http://terminology.hl7.org/CodeSystem/v3-ParticipationType#IRCP // use for query/retrieve - http://terminology.hl7.org/CodeSystem/v3-RoleClass#AGNT // use for push/create/update - http://terminology.hl7.org/CodeSystem/v3-RoleClass#PAT  // use when the user is the patient - http://terminology.hl7.org/CodeSystem/v3-ParticipationType#AUT ""Author"" // used with create/update - http://terminology.hl7.org/CodeSystem/v3-ParticipationType#INF ""Informant"" // used with export - http://terminology.hl7.org/CodeSystem/v3-ParticipationType#CST ""Custodian"" // used with export",,"Internal,Other"
