URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/FHIR-version,4.0.1,active,"2.16.840.1.113883.4.642.3.1309",FHIRVersion,FHIRVersion,"All published FHIR Versions.","StructureDefinition/ccg-deployment","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-cardinality-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.807",ActionCardinalityBehavior,ActionCardinalityBehavior,"Defines behavior for an action or a group for how many times that item may be repeated.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-condition-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.815",ActionConditionKind,ActionConditionKind,"Defines the kinds of conditions that can appear on actions.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-grouping-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.799",ActionGroupingBehavior,ActionGroupingBehavior,"Defines organization behavior of a group.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.796",ActionParticipantRole,Action participant role,"Either a practitioner role or a relationship type.","StructureDefinition/ccg-card-adminrx-ad,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-proposedx-ad,StructureDefinition/ccg-card-stopsrv-ad,StructureDefinition/ccg-card-reqlabs-ad,StructureDefinition/ccg-card-provide-ad,StructureDefinition/ccg-card-reqprocserv-ad,StructureDefinition/ccg-card-reqrefserv-ad,StructureDefinition/ccg-card-orderrx-ad,StructureDefinition/ccg-card-reqradserv-ad,StructureDefinition/ccg-card-disprx-ad,StructureDefinition/ccg-card-reqvx-ad,StructureDefinition/ccg-card-collect-ad,StructureDefinition/ccg-card-stoprx-ad",
http://hl7.org/fhir/ValueSet/action-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.811",ActionParticipantType,ActionParticipantType,"The type of participant for the action.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-stopsrv-ad,StructureDefinition/ccg-card-reqprocserv-ad,StructureDefinition/ccg-card-reqrefserv-ad,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-orderrx-ad,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-reqradserv-ad,StructureDefinition/ccg-card-reqvx-ad,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-collect-ad,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv,StructureDefinition/ccg-card-adminrx-ad,StructureDefinition/ccg-card-proposedx-ad,StructureDefinition/ccg-card-reqlabs-ad,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-provide-ad,StructureDefinition/ccg-card-disprx-ad,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-stoprx-ad","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-precheck-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.805",ActionPrecheckBehavior,ActionPrecheckBehavior,"Defines selection frequency behavior for an action or group.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.813",ActionRelationshipType,ActionRelationshipType,"Defines the types of relationships between actions.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-required-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.803",ActionRequiredBehavior,ActionRequiredBehavior,"Defines expectations around whether an action or action group is required.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-selection-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.801",ActionSelectionBehavior,ActionSelectionBehavior,"Defines selection behavior of a group.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.809",ActionType,ActionType,"The type of action to be performed.","StructureDefinition/ccg-card-pd-base,StructureDefinition/ccg-card-proposedx,StructureDefinition/ccg-card-stopsrv,StructureDefinition/ccg-patient-plans,StructureDefinition/ccg-card-orderrx,StructureDefinition/ccg-card-disprx,StructureDefinition/ccg-card-reqvx,StructureDefinition/ccg-card-adminrx,StructureDefinition/ccg-card-reqradserv,StructureDefinition/ccg-card-collect,StructureDefinition/ccg-card-stoprx,StructureDefinition/ccg-card-folder,StructureDefinition/ccg-card-provide,StructureDefinition/ccg-card-reqserv-labs,StructureDefinition/ccg-card-reqrefserv,StructureDefinition/ccg-card-reqprocserv","THO"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/ccg-di-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/ccg-card-adminrx-ad,StructureDefinition/ccg-card-proposedx-ad,StructureDefinition/ccg-card-stopsrv-ad,StructureDefinition/ccg-card-reqlabs-ad,StructureDefinition/ccg-card-provide-ad,StructureDefinition/ccg-card-reqprocserv-ad,StructureDefinition/ccg-card-reqrefserv-ad,StructureDefinition/ccg-card-orderrx-ad,StructureDefinition/ccg-card-reqradserv-ad,StructureDefinition/ccg-card-disprx-ad,StructureDefinition/ccg-card-reqvx-ad,StructureDefinition/ccg-card-collect-ad,StructureDefinition/ccg-card-stoprx-ad","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/ccg-di-bundle,StructureDefinition/ccg-di-ips-bundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/ccg-di-practitionerrole","SCT"
