Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-ihe.rad.ira.json	14339	-	0	0	0	0	0	0	3	102	0	0	0	0	0	0	0	3	0	0	167	121	0	0	0	3	0	0
fsh-generated/resources/DiagnosticReport-example-DiagnosticReportComparisonStudyUpdate.json	790	23	1	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	20	47	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-example-DiagnosticReportContext.json	556	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	36	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-example-DiagnosticReportStatusUpdate.json	558	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	35	0	0	0	0	0	0
fsh-generated/resources/ImagingSelection-example-ImagingSelectionContent.json	1128	25	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	31	36	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-example-ImagingStudy-Comparison.json	935	19	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	23	35	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-example-ImagingStudyContext.json	931	19	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	26	36	0	0	0	0	0	0
fsh-generated/resources/Observation-example-ObservationContent.json	1782	22	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	32	39	0	0	0	0	0	0
fsh-generated/resources/Organization-example-Organization.json	105	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	34	0	0	0	0	0	0
fsh-generated/resources/Patient-example-PatientContext.json	618	17	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	37	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-associatedStudy.json	1812	20	0	0	1	0	0	40	0	65	0	0	2	0	0	0	0	0	0	0	95	2591	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-diagnosticreportcontext.json	1833	20	1	0	0	0	0	210	0	158	0	0	1	0	0	0	0	1	0	0	335	1135	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-diagnosticreportupdate.json	2412	21	0	0	0	0	0	198	0	155	0	0	2	0	0	0	0	1	0	0	341	926	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-imagingselectioncontent.json	1825	17	0	0	0	0	0	206	0	169	0	0	2	0	0	0	0	1	0	0	362	901	0	0	0	7	0	2
fsh-generated/resources/StructureDefinition-imagingstudycontext.json	3462	26	0	0	0	0	0	292	0	328	0	0	2	0	0	0	0	1	0	0	575	1195	0	0	1	11	1	1
fsh-generated/resources/StructureDefinition-ira-observation.json	2831	18	0	0	0	0	0	272	0	236	0	0	2	0	0	0	0	2	0	0	511	963	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-patientcontext.json	2351	14	0	0	0	0	0	268	0	195	0	0	3	0	0	0	0	0	0	0	422	874	0	0	0	8	0	0
