URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_33.html,2025.3.20250714,active,"1.2.840.10008.6.1.1283",Modality,,"Transitive closure of CID 33 Modality","StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference","DICOM"
http://hl7.org/fhir/ValueSet/all-languages,5.0.0,active,"2.16.840.1.113883.4.642.3.21",AllLanguages,All Languages,"This value set includes all possible codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/IHE.MHD.Minimal.ProvideBundle,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.UnContained.Comprehensive.SubmissionSet,StructureDefinition/IHE.MHD.Patch.Parameters,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.FindDocumentListsResponseMessage,StructureDefinition/IHE.MHD.Comprehensive.ProvideBundle,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder,StructureDefinition/IHE.MHD.Minimal.SubmissionSet,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.FindDocumentReferencesResponseMessage,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Parameters.In,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.MHD.UnContained.Comprehensive.ProvideBundle,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.List,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.MHD.Comprehensive.SubmissionSet,StructureDefinition/IHE.MHD.ProvideDocumentBundleResponse,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.FindDocumentReferencesComprehensiveResponseMessage,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.Minimal.Folder,StructureDefinition/IHE.MHD.Comprehensive.Folder","Other"
http://hl7.org/fhir/ValueSet/audit-event-action,5.0.0,draft,"2.16.840.1.113883.4.642.3.452,2.16.840.1.113883.4.642.3.445,2.16.840.1.113883.4.642.2.263",AuditEventAction,Audit Event Action,"Indicator for type of action performed during the event that generated the event.","StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-outcome,5.0.0,draft,"2.16.840.1.113883.4.642.3.454,2.16.840.1.113883.4.642.3.447,2.16.840.1.113883.4.642.2.264",AuditEventOutcome,Audit Event Outcome,"Indicates whether the event succeeded or failed.","StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-outcome-detail,5.0.0,draft,"2.16.840.1.113883.4.642.3.2979",AuditEventOutcomeDetail,Audit Event Outcome Detail,"Indicates more detailed reason for outcome.","StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder","THO"
http://hl7.org/fhir/ValueSet/audit-event-severity,5.0.0,draft,"2.16.840.1.113883.4.642.3.2980",AuditEventSeverity,Audit Event Severity,"The severity of the audit entry.","StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/audit-event-sub-type,5.0.0,active,"2.16.840.1.113883.4.642.3.464,2.16.840.1.113883.4.642.3.457,2.16.840.1.113883.4.642.2.270",AuditEventSubType,Audit Event Sub-Type,"More detailed code concerning the type of the audit event - defined by DICOM with some additional FHIR, HL7, and other additions.","StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder","hl7.fhir.r5.core,DICOM"
http://hl7.org/fhir/ValueSet/audit-event-type,5.0.0,active,"2.16.840.1.113883.4.642.3.455,2.16.840.1.113883.4.642.2.269,2.16.840.1.113883.4.642.3.462",AuditEventID,Audit Event ID,"Event Categories for Audit Events - defined by DICOM with some FHIR specific additions.","StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Responder,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Source,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Consumer,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Consumer,StructureDefinition/IHE.BasicAudit.MHD5.Query,StructureDefinition/IHE.BasicAudit.MHD5.PatientCreate,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Source,StructureDefinition/IHE.MHD.SimplifiedPublish.Audit.Recipient,StructureDefinition/IHE.BasicAudit.MHD5.Read,StructureDefinition/IHE.BasicAudit.MHD5.PatientQuery,StructureDefinition/IHE.MHD.FindDocumentLists.Audit.Responder,StructureDefinition/IHE.MHD.FindDocumentReferences.Audit.Consumer,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Recipient,StructureDefinition/IHE.MHD.ProvideBundle.Audit.Recipient,StructureDefinition/IHE.MHD.GenerateMetadata.Audit.Source,StructureDefinition/IHE.BasicAudit.MHD5.Create,StructureDefinition/IHE.BasicAudit.MHD5.PatientRead,StructureDefinition/IHE.MHD.RetrieveDocument.Audit.Responder","THO,DICOM"
http://hl7.org/fhir/ValueSet/body-site,5.0.0,draft,"2.16.840.1.113883.4.642.3.653,2.16.840.1.113883.4.642.2.78,2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,5.0.0,active,"2.16.840.1.113883.4.642.3.620,2.16.840.1.113883.4.642.2.327,2.16.840.1.113883.4.642.3.612",BundleType,Bundle Type,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/IHE.MHD.Minimal.ProvideBundle,StructureDefinition/IHE.MHD.FindDocumentReferencesResponseMessage,StructureDefinition/IHE.MHD.FindDocumentListsResponseMessage,StructureDefinition/IHE.MHD.ProvideDocumentBundleResponse,StructureDefinition/IHE.MHD.FindDocumentReferencesComprehensiveResponseMessage,StructureDefinition/IHE.MHD.Comprehensive.ProvideBundle,StructureDefinition/IHE.MHD.UnContained.Comprehensive.ProvideBundle","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/c80-facilitycodes,5.0.0,active,"2.16.840.1.113883.3.88.12.80.67,2.16.840.1.113883.4.642.2.131",FacilityTypeCodeValueSet,Facility Type Code Value Set,"This is the code representing the type of organizational setting where the clinical encounter,    service, interaction, or treatment occurred. The value set used for Healthcare Facility    Type has been defined by HITSP to be the value set reproduced from HITSP C80 Table 2-147.","StructureDefinition/IHE.MHD.SimplifiedPublish.DocumentReference,StructureDefinition/IHE.MHD.Minimal.DocumentReference,StructureDefinition/IHE.MHD.Comprehensive.DocumentReference,StructureDefinition/IHE.MHD.UnContained.Comprehensive.DocumentReference","SCT"
