"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"DosagingInformation","DosagingInformation","DosagingInformation","","","",0,*,"","","","null {[]} {[]}
","Dosaging (model)","Logical model for usage instructions for administring the requested product. Based on FHIR Dosage complex data type.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"DosagingInformation","DosagingInformation.sequence","DosagingInformation.sequence","","","",0,1,"","","","integer {[]} {[]}
","Order of the dosage instruction, in case one treatment consists of several dosaging schemes","Order of the dosage instruction, in case one treatment consists of several dosaging schemes","","","","","","","","","",,,,,"",,,,"DosagingInformation.sequence",0,1,"",""
"DosagingInformation","DosagingInformation.text","DosagingInformation.text","","","",0,1,"","","","string {[]} {[]}
","Free text usage/dosage instructions","Free text usage/dosage instructions","","","","","","","","","",,,,,"",,,,"DosagingInformation.text",0,1,"",""
"DosagingInformation","DosagingInformation.additionalInstruction","DosagingInformation.additionalInstruction","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Coded instructions, e.g warnings to the patient, like 'may cause drowsiness' etc","Coded instructions, e.g warnings to the patient, like 'may cause drowsiness' etc","","","","","","","","","",,,,,"",,,,"DosagingInformation.additionalInstruction",0,*,"",""
"DosagingInformation","DosagingInformation.patientInstruction","DosagingInformation.patientInstruction","","","",0,1,"","","","string {[]} {[]}
","Patient oriented instructions as free text","Patient oriented instructions as free text","","","","","","","","","",,,,,"",,,,"DosagingInformation.patientInstruction",0,1,"",""
"DosagingInformation","DosagingInformation.doseAndRate","DosagingInformation.doseAndRate","","","",0,*,"","","","BackboneElement {[]} {[]}
","Amount of medication administered per one dose (= one timing)","Amount of medication administered per one dose (= one timing)","","","","","","","","","",,,,,"",,,,"DosagingInformation.doseAndRate",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DosagingInformation","DosagingInformation.doseAndRate.id","DosagingInformation.doseAndRate.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"DosagingInformation","DosagingInformation.doseAndRate.extension","DosagingInformation.doseAndRate.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DosagingInformation","DosagingInformation.doseAndRate.modifierExtension","DosagingInformation.doseAndRate.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DosagingInformation","DosagingInformation.doseAndRate.type","DosagingInformation.doseAndRate.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The kind of dose or rate specified (e.g calculated, ordered, etc).","The kind of dose or rate specified (e.g calculated, ordered, etc).","","","","","","","","","",,,,,"",,,,"DosagingInformation.doseAndRate.type",0,1,"",""
"DosagingInformation","DosagingInformation.doseAndRate.dose[x]","DosagingInformation.doseAndRate.dose[x]","","","",0,1,"","","","Quantity {[]} {[]}
Range {[]} {[]}","Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml)","Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml)","","","","","","","","","",,,,,"",,,,"DosagingInformation.doseAndRate.dose[x]",0,1,"",""
"DosagingInformation","DosagingInformation.doseAndRate.rate[x]","DosagingInformation.doseAndRate.rate[x]","","","",0,1,"","","","Ratio {[]} {[]}
Quantity {[]} {[]}Range {[]} {[]}","Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)","Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)","","","","","","","","","",,,,,"",,,,"DosagingInformation.doseAndRate.rate[x]",0,1,"",""
"DosagingInformation","DosagingInformation.timing","DosagingInformation.timing","","","",0,1,"","","","BackboneElement {[]} {[]}
","When medication should be administered (period, time of day, frequency, etc)","When medication should be administered (period, time of day, frequency, etc)","","","","","","","","","",,,,,"",,,,"DosagingInformation.timing",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DosagingInformation","DosagingInformation.timing.id","DosagingInformation.timing.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"DosagingInformation","DosagingInformation.timing.extension","DosagingInformation.timing.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
